genre_ids,id,overview,popularity,release_date,title,vote_average,vote_count,imdb_id
"[35, 10402, 10749]",872,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",19.851658,1952-04-10,Singin' in the Rain,8.0,942,tt0045152
"[28, 18, 12]",98,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",41.964756,2000-05-01,Gladiator,8.0,6838,tt0172495
[18],113833,"The story of the onset of the HIV-AIDS crisis in New York City in the early 1980s, taking an unflinching look at the nation's sexual politics as gay activists and their allies in the medical community fight to expose the truth about the burgeoning epidemic to a city and nation in denial.",7.678889,2014-05-25,The Normal Heart,8.0,401,tt1684226
[18],50014,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",12.145472,2011-08-09,The Help,8.0,2585,tt1454029
"[18, 35, 16, 10751]",150540,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",41.553828,2015-06-09,Inside Out,8.0,8609,tt2096673
"[35, 18]",3083,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed to the United States Senate by the puppet governor of his state. He soon discovers, upon going to Washington, many shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss.",8.515153,1939-10-19,Mr. Smith Goes to Washington,8.0,304,tt0031679
"[35, 18]",28978,"Charlie, a wandering tramp, becomes a circus handyman and falls in love with the circus owner's daughter. Unaware of Charlie's affection, the girl falls in love with a handsome young performer. Charlie's versatility makes him star of the show when he substitutes for an ailing tightwire walker. He is discharged from the company when he protects the girl from her father's abuse, but he returns and appeals to the handsome performer to marry the girl. After the wedding the father prevails upon them to rejoin the circus. Charlie is hired again, but he stays behind when the caravan moves on.",6.831969,1928-01-06,The Circus,8.0,162,tt0018773
"[18, 36, 10752]",857,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",30.201679,1998-07-24,Saving Private Ryan,8.0,6145,tt0120815
"[27, 878]",348,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",33.962908,1979-05-25,Alien,7.9,5507,tt0078748
[18],14,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",30.477523,1999-09-15,American Beauty,7.9,4471,tt0169547
"[35, 80, 18]",9277,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,20.044415,1973-12-25,The Sting,7.9,807,tt0070735
[18],7345,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",21.865803,2007-12-28,There Will Be Blood,7.9,2007,tt0469494
"[18, 36, 10752]",324786,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",38.573301,2016-10-07,Hacksaw Ridge,7.9,4539,tt2119532
"[12, 35, 18, 10749]",334533,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,11.573786,2016-07-02,Captain Fantastic,7.9,2189,tt3553976
"[53, 80]",3112,"In the Deep South, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money.",7.866189,1955-04-03,The Night of the Hunter,7.9,431,tt0048424
"[18, 36]",1955,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",21.15893,1980-10-02,The Elephant Man,7.9,964,tt0080678
"[10751, 14, 12]",12445,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",38.064486,2011-07-07,Harry Potter and the Deathly Hallows: Part 2,7.9,7829,tt1201607
"[18, 53, 9648]",11324,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",29.109338,2010-02-18,Shutter Island,7.9,8423,tt1130884
"[80, 18, 9648]",379170,Sherlock Holmes and Dr. Watson find themselves in 1890s London in this holiday special.,9.880449,2016-01-01,Sherlock: The Abominable Bride,7.9,995,tt3845232
"[12, 28, 878]",1892,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",26.415817,1983-05-23,Return of the Jedi,7.9,5958,tt0086190
[18],489,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",24.873362,1997-12-05,Good Will Hunting,7.9,3693,tt0119217
"[18, 10749]",631,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",6.522198,1927-11-04,Sunrise: A Song of Two Humans,7.9,205,tt0018455
"[12, 35, 18, 10749]",16305,"Successful movie director John L. Sullivan, convinced he won't be able to film his ambitious masterpiece until he has suffered, dons a hobo disguise and sets off on a journey, aiming to ""know trouble"" first-hand. When all he finds is a train ride back to Hollywood and a beautiful blonde companion, he redoubles his efforts, managing to land himself in more trouble than he bargained for when he loses his memory and ends up a prisoner on a chain gang.",5.148156,1941-11-30,Sullivan's Travels,7.9,130,tt0034240
"[80, 18]",641,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,12.073873,2000-10-27,Requiem for a Dream,7.9,3312,tt0180093
"[16, 10751]",13042,"Dignity. Poise. Mystery. We expect nothing less from the great turn-of-the-century magician, Presto. But when Presto neglects to feed his rabbit one too many times, the magician finds he isn't the only one with a few tricks up his sleeve!",7.304069,2008-06-18,Presto,7.9,435,tt1245104
"[16, 14]",32085,Young Vincent Malloy dreams of being just like Vincent Price and loses himself in macabre daydreams which annoys his mother.,5.775199,1982-01-01,Vincent,7.9,280,tt0084868
"[18, 53, 80]",146233,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",31.756829,2013-09-18,Prisoners,7.9,4025,tt1392214
